loading raw_datasets successfully

Processing train split with 836 samples:
Finished processing train split.

Processing test split with 29 samples:
Finished processing test split.

Processing validation split with 148 samples:
Finished processing validation split.
{'loss': 3.9304, 'grad_norm': 75.85023498535156, 'learning_rate': 4.999955240022902e-05, 'epoch': 0.1}
{'eval_loss': 0.8330967426300049, 'eval_map': 0.5263, 'eval_map_50': 0.7439, 'eval_map_75': 0.6187, 'eval_map_small': 0.7015, 'eval_map_medium': 0.3823, 'eval_map_large': 0.5555, 'eval_mar_1': 0.4308, 'eval_mar_10': 0.7377, 'eval_mar_100': 0.7649, 'eval_mar_small': 0.75, 'eval_mar_medium': 0.615, 'eval_mar_large': 0.7821, 'eval_map_Coverall': 0.683, 'eval_mar_100_Coverall': 0.8107, 'eval_map_Face_Shield': 0.3788, 'eval_mar_100_Face_Shield': 0.7117, 'eval_map_Gloves': 0.5719, 'eval_mar_100_Gloves': 0.7905, 'eval_map_Goggles': 0.3539, 'eval_mar_100_Goggles': 0.7361, 'eval_map_Mask': 0.6438, 'eval_mar_100_Mask': 0.7758, 'eval_runtime': 7.0954, 'eval_samples_per_second': 20.859, 'eval_steps_per_second': 2.678, 'epoch': 13.0}
{'loss': 0.6185, 'grad_norm': 10.32122802734375, 'learning_rate': 4.205907440279395e-05, 'epoch': 13.05}
{'loss': 0.6155, 'grad_norm': 18.059982299804688, 'learning_rate': 4.1949410262830525e-05, 'epoch': 13.14}
{'loss': 0.5562, 'grad_norm': 14.936715126037598, 'learning_rate': 4.1839139198694946e-05, 'epoch': 13.24}
{'loss': 0.62, 'grad_norm': 13.358911514282227, 'learning_rate': 4.172826515897146e-05, 'epoch': 13.33}
{'loss': 0.5165, 'grad_norm': 21.52294921875, 'learning_rate': 4.161679211383565e-05, 'epoch': 13.43}
{'loss': 0.5187, 'grad_norm': 20.42841911315918, 'learning_rate': 4.150472405491226e-05, 'epoch': 13.52}
{'loss': 0.5327, 'grad_norm': 15.677534103393555, 'learning_rate': 4.139206499513231e-05, 'epoch': 13.62}
{'loss': 0.5671, 'grad_norm': 11.73383617401123, 'learning_rate': 4.127881896858934e-05, 'epoch': 13.71}
{'loss': 0.6974, 'grad_norm': 16.111757278442383, 'learning_rate': 4.116499003039499e-05, 'epoch': 13.81}
{'loss': 0.5751, 'grad_norm': 15.974757194519043, 'learning_rate': 4.105058225653381e-05, 'epoch': 13.9}
{'loss': 0.5919, 'grad_norm': 29.348642349243164, 'learning_rate': 4.093559974371725e-05, 'epoch': 14.0}
{'eval_loss': 0.7760053277015686, 'eval_map': 0.5442, 'eval_map_50': 0.7717, 'eval_map_75': 0.632, 'eval_map_small': 0.8126, 'eval_map_medium': 0.3758, 'eval_map_large': 0.5701, 'eval_mar_1': 0.4426, 'eval_mar_10': 0.7297, 'eval_mar_100': 0.755, 'eval_mar_small': 0.825, 'eval_mar_medium': 0.6036, 'eval_mar_large': 0.7701, 'eval_map_Coverall': 0.6985, 'eval_mar_100_Coverall': 0.8158, 'eval_map_Face_Shield': 0.4516, 'eval_mar_100_Face_Shield': 0.7195, 'eval_map_Gloves': 0.5573, 'eval_mar_100_Gloves': 0.7624, 'eval_map_Goggles': 0.3617, 'eval_mar_100_Goggles': 0.7164, 'eval_map_Mask': 0.6517, 'eval_mar_100_Mask': 0.7607, 'eval_runtime': 7.4527, 'eval_samples_per_second': 19.859, 'eval_steps_per_second': 2.549, 'epoch': 14.0}
{'loss': 0.5347, 'grad_norm': 14.037196159362793, 'learning_rate': 4.082004660923703e-05, 'epoch': 14.1}
{'loss': 0.5209, 'grad_norm': 17.919456481933594, 'learning_rate': 4.070392699081767e-05, 'epoch': 14.19}
{'loss': 0.5383, 'grad_norm': 11.064193725585938, 'learning_rate': 4.058724504646834e-05, 'epoch': 14.29}
{'loss': 0.5624, 'grad_norm': 14.489994049072266, 'learning_rate': 4.047000495433397e-05, 'epoch': 14.38}
{'loss': 0.5252, 'grad_norm': 11.837928771972656, 'learning_rate': 4.035221091254563e-05, 'epoch': 14.48}
{'loss': 0.6046, 'grad_norm': 25.87175178527832, 'learning_rate': 4.023386713907021e-05, 'epoch': 14.57}
{'loss': 0.6021, 'grad_norm': 20.84309196472168, 'learning_rate': 4.011497787155938e-05, 'epoch': 14.67}
{'loss': 0.5409, 'grad_norm': 27.601232528686523, 'learning_rate': 3.9995547367197845e-05, 'epoch': 14.76}
{'loss': 0.6143, 'grad_norm': 18.609941482543945, 'learning_rate': 3.987557990255093e-05, 'epoch': 14.86}
{'loss': 0.6007, 'grad_norm': 14.600259780883789, 'learning_rate': 3.975507977341141e-05, 'epoch': 14.95}
{'eval_loss': 0.7785214185714722, 'eval_map': 0.5589, 'eval_map_50': 0.7693, 'eval_map_75': 0.6554, 'eval_map_small': 0.7202, 'eval_map_medium': 0.4619, 'eval_map_large': 0.5794, 'eval_mar_1': 0.4515, 'eval_mar_10': 0.7434, 'eval_mar_100': 0.7715, 'eval_mar_small': 0.775, 'eval_mar_medium': 0.6053, 'eval_mar_large': 0.7895, 'eval_map_Coverall': 0.7086, 'eval_mar_100_Coverall': 0.8279, 'eval_map_Face_Shield': 0.4672, 'eval_mar_100_Face_Shield': 0.7338, 'eval_map_Gloves': 0.5927, 'eval_mar_100_Gloves': 0.7783, 'eval_map_Goggles': 0.3589, 'eval_mar_100_Goggles': 0.7361, 'eval_map_Mask': 0.6672, 'eval_mar_100_Mask': 0.7813, 'eval_runtime': 7.2368, 'eval_samples_per_second': 20.451, 'eval_steps_per_second': 2.625, 'epoch': 15.0}
{'loss': 0.5977, 'grad_norm': 39.32961654663086, 'learning_rate': 3.963405129464569e-05, 'epoch': 15.05}
{'loss': 0.5832, 'grad_norm': 19.302629470825195, 'learning_rate': 3.9512498800039335e-05, 'epoch': 15.14}
{'loss': 0.578, 'grad_norm': 20.97927474975586, 'learning_rate': 3.939042664214184e-05, 'epoch': 15.24}
{'loss': 0.5642, 'grad_norm': 21.11166000366211, 'learning_rate': 3.92678391921108e-05, 'epoch': 15.33}
{'loss': 0.5794, 'grad_norm': 13.312548637390137, 'learning_rate': 3.914474083955537e-05, 'epoch': 15.43}
{'loss': 0.5239, 'grad_norm': 15.589370727539062, 'learning_rate': 3.902113599237911e-05, 'epoch': 15.52}
{'loss': 0.6106, 'grad_norm': 32.560020446777344, 'learning_rate': 3.8897029076622116e-05, 'epoch': 15.62}
{'loss': 0.5357, 'grad_norm': 31.74158477783203, 'learning_rate': 3.8772424536302564e-05, 'epoch': 15.71}
{'loss': 0.5152, 'grad_norm': 55.082515716552734, 'learning_rate': 3.8647326833257545e-05, 'epoch': 15.81}
{'loss': 0.5595, 'grad_norm': 14.784770965576172, 'learning_rate': 3.852174044698333e-05, 'epoch': 15.9}
{'loss': 0.5562, 'grad_norm': 15.641486167907715, 'learning_rate': 3.8395669874474915e-05, 'epoch': 16.0}
{'eval_loss': 0.7807234525680542, 'eval_map': 0.5503, 'eval_map_50': 0.7629, 'eval_map_75': 0.6535, 'eval_map_small': 0.6677, 'eval_map_medium': 0.4009, 'eval_map_large': 0.5778, 'eval_mar_1': 0.4493, 'eval_mar_10': 0.7458, 'eval_mar_100': 0.7721, 'eval_mar_small': 0.775, 'eval_mar_medium': 0.6196, 'eval_mar_large': 0.7894, 'eval_map_Coverall': 0.6851, 'eval_mar_100_Coverall': 0.8172, 'eval_map_Face_Shield': 0.4444, 'eval_mar_100_Face_Shield': 0.726, 'eval_map_Gloves': 0.5938, 'eval_mar_100_Gloves': 0.79, 'eval_map_Goggles': 0.367, 'eval_mar_100_Goggles': 0.7508, 'eval_map_Mask': 0.6612, 'eval_mar_100_Mask': 0.7763, 'eval_runtime': 7.4383, 'eval_samples_per_second': 19.897, 'eval_steps_per_second': 2.554, 'epoch': 16.0}
{'loss': 0.5443, 'grad_norm': 13.020851135253906, 'learning_rate': 3.826911963006507e-05, 'epoch': 16.1}
{'loss': 0.5172, 'grad_norm': 14.414518356323242, 'learning_rate': 3.814209424526262e-05, 'epoch': 16.19}
{'loss': 0.5602, 'grad_norm': 14.181975364685059, 'learning_rate': 3.801459826859022e-05, 'epoch': 16.29}
{'loss': 0.5451, 'grad_norm': 50.93193435668945, 'learning_rate': 3.788663626542146e-05, 'epoch': 16.38}
{'loss': 0.5012, 'grad_norm': 18.887615203857422, 'learning_rate': 3.7758212817817405e-05, 'epoch': 16.48}
{'loss': 0.4999, 'grad_norm': 15.993436813354492, 'learning_rate': 3.762933252436253e-05, 'epoch': 16.57}
{'loss': 0.4854, 'grad_norm': 15.748692512512207, 'learning_rate': 3.7500000000000003e-05, 'epoch': 16.67}
{'loss': 0.5861, 'grad_norm': 14.08759593963623, 'learning_rate': 3.73702198758665e-05, 'epoch': 16.76}
{'loss': 0.5244, 'grad_norm': 24.33598518371582, 'learning_rate': 3.7239996799126314e-05, 'epoch': 16.86}
{'loss': 0.4881, 'grad_norm': 17.170040130615234, 'learning_rate': 3.7109335432805006e-05, 'epoch': 16.95}
{'eval_loss': 0.7765174508094788, 'eval_map': 0.546, 'eval_map_50': 0.7556, 'eval_map_75': 0.6348, 'eval_map_small': 0.6005, 'eval_map_medium': 0.3949, 'eval_map_large': 0.5723, 'eval_mar_1': 0.4463, 'eval_mar_10': 0.735, 'eval_mar_100': 0.7566, 'eval_mar_small': 0.65, 'eval_mar_medium': 0.5763, 'eval_mar_large': 0.7774, 'eval_map_Coverall': 0.7062, 'eval_mar_100_Coverall': 0.8237, 'eval_map_Face_Shield': 0.4633, 'eval_mar_100_Face_Shield': 0.6987, 'eval_map_Gloves': 0.581, 'eval_mar_100_Gloves': 0.7792, 'eval_map_Goggles': 0.3193, 'eval_mar_100_Goggles': 0.7213, 'eval_map_Mask': 0.66, 'eval_mar_100_Mask': 0.7603, 'eval_runtime': 7.1429, 'eval_samples_per_second': 20.72, 'eval_steps_per_second': 2.66, 'epoch': 17.0}
{'loss': 0.4275, 'grad_norm': 13.922311782836914, 'learning_rate': 3.697824045562238e-05, 'epoch': 17.05}
{'loss': 0.5388, 'grad_norm': 19.1894474029541, 'learning_rate': 3.6846716561824965e-05, 'epoch': 17.14}
{'loss': 0.6334, 'grad_norm': 23.758991241455078, 'learning_rate': 3.6714768461017965e-05, 'epoch': 17.24}
{'loss': 0.5681, 'grad_norm': 13.7264404296875, 'learning_rate': 3.6582400877996546e-05, 'epoch': 17.33}
{'loss': 0.4823, 'grad_norm': 17.22279167175293, 'learning_rate': 3.6449618552576695e-05, 'epoch': 17.43}
{'loss': 0.4579, 'grad_norm': 19.23775291442871, 'learning_rate': 3.6316426239425485e-05, 'epoch': 17.52}
{'loss': 0.4836, 'grad_norm': 13.20100212097168, 'learning_rate': 3.6182828707890816e-05, 'epoch': 17.62}
{'loss': 0.5095, 'grad_norm': 18.355287551879883, 'learning_rate': 3.604883074183068e-05, 'epoch': 17.71}
{'loss': 0.5229, 'grad_norm': 13.765398979187012, 'learning_rate': 3.591443713944175e-05, 'epoch': 17.81}
{'loss': 0.5078, 'grad_norm': 27.54584312438965, 'learning_rate': 3.577965271308771e-05, 'epoch': 17.9}
{'loss': 0.5143, 'grad_norm': 12.054848670959473, 'learning_rate': 3.564448228912682e-05, 'epoch': 18.0}
{'eval_loss': 0.7507382035255432, 'eval_map': 0.5704, 'eval_map_50': 0.7855, 'eval_map_75': 0.6733, 'eval_map_small': 0.6752, 'eval_map_medium': 0.4194, 'eval_map_large': 0.5945, 'eval_mar_1': 0.4598, 'eval_mar_10': 0.7549, 'eval_mar_100': 0.7861, 'eval_mar_small': 0.7, 'eval_mar_medium': 0.6585, 'eval_mar_large': 0.8013, 'eval_map_Coverall': 0.706, 'eval_mar_100_Coverall': 0.8298, 'eval_map_Face_Shield': 0.5302, 'eval_mar_100_Face_Shield': 0.7649, 'eval_map_Gloves': 0.5969, 'eval_mar_100_Gloves': 0.7955, 'eval_map_Goggles': 0.357, 'eval_mar_100_Goggles': 0.7574, 'eval_map_Mask': 0.662, 'eval_mar_100_Mask': 0.7831, 'eval_runtime': 7.3028, 'eval_samples_per_second': 20.266, 'eval_steps_per_second': 2.602, 'epoch': 18.0}
{'loss': 0.4842, 'grad_norm': 33.84659194946289, 'learning_rate': 3.550893070773914e-05, 'epoch': 18.1}
{'loss': 0.5174, 'grad_norm': 15.175148010253906, 'learning_rate': 3.5373002822753216e-05, 'epoch': 18.19}
{'loss': 0.4915, 'grad_norm': 238.5334014892578, 'learning_rate': 3.5236703501472266e-05, 'epoch': 18.29}
{'loss': 0.5917, 'grad_norm': 18.701751708984375, 'learning_rate': 3.510003762449988e-05, 'epoch': 18.38}
{'loss': 0.551, 'grad_norm': 13.693150520324707, 'learning_rate': 3.496301008556529e-05, 'epoch': 18.48}
{'loss': 0.5108, 'grad_norm': 12.349031448364258, 'learning_rate': 3.4825625791348096e-05, 'epoch': 18.57}
{'loss': 0.4446, 'grad_norm': 20.172771453857422, 'learning_rate': 3.4687889661302576e-05, 'epoch': 18.67}
{'loss': 0.5236, 'grad_norm': 10.636919975280762, 'learning_rate': 3.454980662748156e-05, 'epoch': 18.76}
{'loss': 0.4649, 'grad_norm': 17.050373077392578, 'learning_rate': 3.44113816343598e-05, 'epoch': 18.86}
{'loss': 0.516, 'grad_norm': 32.69832229614258, 'learning_rate': 3.427261963865691e-05, 'epoch': 18.95}
{'eval_loss': 0.7887789011001587, 'eval_map': 0.5709, 'eval_map_50': 0.7733, 'eval_map_75': 0.6762, 'eval_map_small': 0.7752, 'eval_map_medium': 0.4586, 'eval_map_large': 0.5924, 'eval_mar_1': 0.4499, 'eval_mar_10': 0.7524, 'eval_mar_100': 0.7784, 'eval_mar_small': 0.775, 'eval_mar_medium': 0.6517, 'eval_mar_large': 0.7938, 'eval_map_Coverall': 0.7122, 'eval_mar_100_Coverall': 0.8419, 'eval_map_Face_Shield': 0.5109, 'eval_mar_100_Face_Shield': 0.7571, 'eval_map_Gloves': 0.6164, 'eval_mar_100_Gloves': 0.79, 'eval_map_Goggles': 0.3607, 'eval_mar_100_Goggles': 0.7459, 'eval_map_Mask': 0.6542, 'eval_mar_100_Mask': 0.7571, 'eval_runtime': 7.1714, 'eval_samples_per_second': 20.637, 'eval_steps_per_second': 2.649, 'epoch': 19.0}
{'loss': 0.5118, 'grad_norm': 24.423017501831055, 'learning_rate': 3.413352560915988e-05, 'epoch': 19.05}
{'loss': 0.4551, 'grad_norm': 12.530621528625488, 'learning_rate': 3.399410452654518e-05, 'epoch': 19.14}
{'loss': 0.524, 'grad_norm': 12.841538429260254, 'learning_rate': 3.3854361383200374e-05, 'epoch': 19.24}
{'loss': 0.4633, 'grad_norm': 15.74724292755127, 'learning_rate': 3.3714301183045385e-05, 'epoch': 19.33}
{'loss': 0.4852, 'grad_norm': 29.47825813293457, 'learning_rate': 3.357392894135329e-05, 'epoch': 19.43}
{'loss': 0.498, 'grad_norm': 23.40688705444336, 'learning_rate': 3.343324968457076e-05, 'epoch': 19.52}
{'loss': 0.5276, 'grad_norm': 14.043977737426758, 'learning_rate': 3.329226845013802e-05, 'epoch': 19.62}
{'loss': 0.5438, 'grad_norm': 15.1417875289917, 'learning_rate': 3.315099028630855e-05, 'epoch': 19.71}
{'loss': 0.5259, 'grad_norm': 14.94897747039795, 'learning_rate': 3.3009420251968244e-05, 'epoch': 19.81}
{'loss': 0.5977, 'grad_norm': 14.572341918945312, 'learning_rate': 3.28675634164543e-05, 'epoch': 19.9}
{'loss': 0.4801, 'grad_norm': 24.414506912231445, 'learning_rate': 3.272542485937369e-05, 'epoch': 20.0}
{'eval_loss': 0.7702054381370544, 'eval_map': 0.5723, 'eval_map_50': 0.7808, 'eval_map_75': 0.678, 'eval_map_small': 0.7626, 'eval_map_medium': 0.4303, 'eval_map_large': 0.5954, 'eval_mar_1': 0.4512, 'eval_mar_10': 0.745, 'eval_mar_100': 0.7724, 'eval_mar_small': 0.775, 'eval_mar_medium': 0.6216, 'eval_mar_large': 0.7891, 'eval_map_Coverall': 0.7084, 'eval_mar_100_Coverall': 0.8256, 'eval_map_Face_Shield': 0.4838, 'eval_mar_100_Face_Shield': 0.7234, 'eval_map_Gloves': 0.6142, 'eval_mar_100_Gloves': 0.7873, 'eval_map_Goggles': 0.3855, 'eval_mar_100_Goggles': 0.7492, 'eval_map_Mask': 0.6696, 'eval_mar_100_Mask': 0.7767, 'eval_runtime': 7.2002, 'eval_samples_per_second': 20.555, 'eval_steps_per_second': 2.639, 'epoch': 20.0}
{'loss': 0.5037, 'grad_norm': 11.619152069091797, 'learning_rate': 3.258300967042125e-05, 'epoch': 20.1}
{'loss': 0.4512, 'grad_norm': 21.99679183959961, 'learning_rate': 3.244032294919747e-05, 'epoch': 20.19}
{'loss': 0.5021, 'grad_norm': 14.3754243850708, 'learning_rate': 3.229736980502584e-05, 'epoch': 20.29}
{'loss': 0.5006, 'grad_norm': 15.82099437713623, 'learning_rate': 3.215415535676992e-05, 'epoch': 20.38}
{'loss': 0.5222, 'grad_norm': 11.06628131866455, 'learning_rate': 3.201068473265007e-05, 'epoch': 20.48}
{'loss': 0.5231, 'grad_norm': 9.825895309448242, 'learning_rate': 3.186696307005976e-05, 'epoch': 20.57}
{'loss': 0.4291, 'grad_norm': 14.047767639160156, 'learning_rate': 3.172299551538164e-05, 'epoch': 20.67}
{'loss': 0.4402, 'grad_norm': 14.932625770568848, 'learning_rate': 3.15787872238033e-05, 'epoch': 20.76}
{'loss': 0.4957, 'grad_norm': 14.557578086853027, 'learning_rate': 3.143434335913256e-05, 'epoch': 20.86}
{'loss': 0.4738, 'grad_norm': 12.716547012329102, 'learning_rate': 3.1289669093612714e-05, 'epoch': 20.95}
{'eval_loss': 0.7955219149589539, 'eval_map': 0.5869, 'eval_map_50': 0.7975, 'eval_map_75': 0.6969, 'eval_map_small': 0.751, 'eval_map_medium': 0.4288, 'eval_map_large': 0.6111, 'eval_mar_1': 0.4523, 'eval_mar_10': 0.7455, 'eval_mar_100': 0.7713, 'eval_mar_small': 0.75, 'eval_mar_medium': 0.6321, 'eval_mar_large': 0.7873, 'eval_map_Coverall': 0.7005, 'eval_mar_100_Coverall': 0.8177, 'eval_map_Face_Shield': 0.5293, 'eval_mar_100_Face_Shield': 0.7247, 'eval_map_Gloves': 0.6329, 'eval_mar_100_Gloves': 0.795, 'eval_map_Goggles': 0.406, 'eval_mar_100_Goggles': 0.7508, 'eval_map_Mask': 0.6657, 'eval_mar_100_Mask': 0.7685, 'eval_runtime': 7.0836, 'eval_samples_per_second': 20.893, 'eval_steps_per_second': 2.682, 'epoch': 21.0}
{'loss': 0.4855, 'grad_norm': 13.269397735595703, 'learning_rate': 3.1144769607737204e-05, 'epoch': 21.05}
{'loss': 0.4964, 'grad_norm': 14.621159553527832, 'learning_rate': 3.099965009006415e-05, 'epoch': 21.14}
{'loss': 0.4646, 'grad_norm': 16.516345977783203, 'learning_rate': 3.0854315737030596e-05, 'epoch': 21.24}
{'loss': 0.4926, 'grad_norm': 13.782514572143555, 'learning_rate': 3.0708771752766394e-05, 'epoch': 21.33}
{'loss': 0.4331, 'grad_norm': 17.18978500366211, 'learning_rate': 3.056302334890786e-05, 'epoch': 21.43}
{'loss': 0.3793, 'grad_norm': 13.851648330688477, 'learning_rate': 3.0417075744411178e-05, 'epoch': 21.52}
{'loss': 0.4402, 'grad_norm': 34.5676155090332, 'learning_rate': 3.0270934165365478e-05, 'epoch': 21.62}
{'loss': 0.5193, 'grad_norm': 13.031323432922363, 'learning_rate': 3.0124603844805767e-05, 'epoch': 21.71}
{'loss': 0.4778, 'grad_norm': 24.82025146484375, 'learning_rate': 2.997809002252546e-05, 'epoch': 21.81}
{'loss': 0.4528, 'grad_norm': 54.9052619934082, 'learning_rate': 2.9831397944888833e-05, 'epoch': 21.9}
{'loss': 0.5028, 'grad_norm': 16.52044105529785, 'learning_rate': 2.9684532864643122e-05, 'epoch': 22.0}
{'eval_loss': 0.7460758686065674, 'eval_map': 0.5919, 'eval_map_50': 0.7955, 'eval_map_75': 0.6916, 'eval_map_small': 0.7262, 'eval_map_medium': 0.4507, 'eval_map_large': 0.614, 'eval_mar_1': 0.462, 'eval_mar_10': 0.7637, 'eval_mar_100': 0.7817, 'eval_mar_small': 0.725, 'eval_mar_medium': 0.6124, 'eval_mar_large': 0.8007, 'eval_map_Coverall': 0.717, 'eval_mar_100_Coverall': 0.834, 'eval_map_Face_Shield': 0.5403, 'eval_mar_100_Face_Shield': 0.7584, 'eval_map_Gloves': 0.6245, 'eval_mar_100_Gloves': 0.7855, 'eval_map_Goggles': 0.3986, 'eval_mar_100_Goggles': 0.7541, 'eval_map_Mask': 0.6791, 'eval_mar_100_Mask': 0.7767, 'eval_runtime': 7.2863, 'eval_samples_per_second': 20.312, 'eval_steps_per_second': 2.608, 'epoch': 22.0}
{'loss': 0.439, 'grad_norm': 10.382288932800293, 'learning_rate': 2.953750004073041e-05, 'epoch': 22.1}
{'loss': 0.442, 'grad_norm': 10.795390129089355, 'learning_rate': 2.9390304738099384e-05, 'epoch': 22.19}
{'loss': 0.473, 'grad_norm': 20.342479705810547, 'learning_rate': 2.9242952227516722e-05, 'epoch': 22.29}
{'loss': 0.4816, 'grad_norm': 12.442191123962402, 'learning_rate': 2.9095447785378443e-05, 'epoch': 22.38}
{'loss': 0.4784, 'grad_norm': 12.056819915771484, 'learning_rate': 2.89477966935209e-05, 'epoch': 22.48}
{'loss': 0.4462, 'grad_norm': 13.572787284851074, 'learning_rate': 2.8800004239031684e-05, 'epoch': 22.57}
{'loss': 0.5061, 'grad_norm': 14.870501518249512, 'learning_rate': 2.8652075714060295e-05, 'epoch': 22.67}
{'loss': 0.4088, 'grad_norm': 12.4868745803833, 'learning_rate': 2.850401641562865e-05, 'epoch': 22.76}
{'loss': 0.4448, 'grad_norm': 13.590239524841309, 'learning_rate': 2.8355831645441388e-05, 'epoch': 22.86}
{'loss': 0.4364, 'grad_norm': 11.351458549499512, 'learning_rate': 2.8207526709696057e-05, 'epoch': 22.95}
{'eval_loss': 0.7624346017837524, 'eval_map': 0.5948, 'eval_map_50': 0.8041, 'eval_map_75': 0.6998, 'eval_map_small': 0.7379, 'eval_map_medium': 0.4448, 'eval_map_large': 0.6187, 'eval_mar_1': 0.4601, 'eval_mar_10': 0.7404, 'eval_mar_100': 0.7649, 'eval_mar_small': 0.775, 'eval_mar_medium': 0.5983, 'eval_mar_large': 0.783, 'eval_map_Coverall': 0.7136, 'eval_mar_100_Coverall': 0.8335, 'eval_map_Face_Shield': 0.5317, 'eval_mar_100_Face_Shield': 0.6909, 'eval_map_Gloves': 0.6265, 'eval_mar_100_Gloves': 0.7896, 'eval_map_Goggles': 0.4263, 'eval_mar_100_Goggles': 0.7295, 'eval_map_Mask': 0.6758, 'eval_mar_100_Mask': 0.7808, 'eval_runtime': 7.0282, 'eval_samples_per_second': 21.058, 'eval_steps_per_second': 2.703, 'epoch': 23.0}
{'loss': 0.4184, 'grad_norm': 20.145931243896484, 'learning_rate': 2.8059106918893068e-05, 'epoch': 23.05}
{'loss': 0.4273, 'grad_norm': 19.841571807861328, 'learning_rate': 2.791057758764557e-05, 'epoch': 23.14}
{'loss': 0.4445, 'grad_norm': 17.506147384643555, 'learning_rate': 2.7761944034489152e-05, 'epoch': 23.24}
{'loss': 0.4464, 'grad_norm': 37.12126541137695, 'learning_rate': 2.761321158169134e-05, 'epoch': 23.33}
{'loss': 0.4245, 'grad_norm': 24.2149600982666, 'learning_rate': 2.746438555506109e-05, 'epoch': 23.43}
{'loss': 0.4182, 'grad_norm': 16.37957000732422, 'learning_rate': 2.7315471283758037e-05, 'epoch': 23.52}
{'loss': 0.4541, 'grad_norm': 17.075687408447266, 'learning_rate': 2.7166474100101673e-05, 'epoch': 23.62}
{'loss': 0.4123, 'grad_norm': 15.746428489685059, 'learning_rate': 2.7017399339380434e-05, 'epoch': 23.71}
{'loss': 0.4597, 'grad_norm': 9.636005401611328, 'learning_rate': 2.686825233966061e-05, 'epoch': 23.81}
{'loss': 0.418, 'grad_norm': 38.63319396972656, 'learning_rate': 2.6719038441595233e-05, 'epoch': 23.9}
{'loss': 0.4945, 'grad_norm': 20.19196319580078, 'learning_rate': 2.656976298823284e-05, 'epoch': 24.0}
{'eval_loss': 0.7649466395378113, 'eval_map': 0.5916, 'eval_map_50': 0.7918, 'eval_map_75': 0.7006, 'eval_map_small': 0.7879, 'eval_map_medium': 0.4406, 'eval_map_large': 0.6163, 'eval_mar_1': 0.4615, 'eval_mar_10': 0.7494, 'eval_mar_100': 0.7716, 'eval_mar_small': 0.825, 'eval_mar_medium': 0.6074, 'eval_mar_large': 0.7896, 'eval_map_Coverall': 0.7139, 'eval_mar_100_Coverall': 0.827, 'eval_map_Face_Shield': 0.5277, 'eval_mar_100_Face_Shield': 0.7052, 'eval_map_Gloves': 0.6331, 'eval_mar_100_Gloves': 0.7905, 'eval_map_Goggles': 0.409, 'eval_mar_100_Goggles': 0.7541, 'eval_map_Mask': 0.6742, 'eval_mar_100_Mask': 0.7813, 'eval_runtime': 7.2651, 'eval_samples_per_second': 20.371, 'eval_steps_per_second': 2.615, 'epoch': 24.0}
{'loss': 0.4382, 'grad_norm': 15.472549438476562, 'learning_rate': 2.6420431324826117e-05, 'epoch': 24.1}
{'loss': 0.4555, 'grad_norm': 11.254773139953613, 'learning_rate': 2.6271048798640547e-05, 'epoch': 24.19}
{'loss': 0.4235, 'grad_norm': 14.438713073730469, 'learning_rate': 2.6121620758762877e-05, 'epoch': 24.29}
{'loss': 0.4701, 'grad_norm': 21.781936645507812, 'learning_rate': 2.5972152555909625e-05, 'epoch': 24.38}
{'loss': 0.4304, 'grad_norm': 11.873617172241211, 'learning_rate': 2.5822649542235466e-05, 'epoch': 24.48}
{'loss': 0.3985, 'grad_norm': 17.368396759033203, 'learning_rate': 2.5673117071141572e-05, 'epoch': 24.57}
{'loss': 0.4104, 'grad_norm': 12.258079528808594, 'learning_rate': 2.5523560497083926e-05, 'epoch': 24.67}
{'loss': 0.365, 'grad_norm': 15.715714454650879, 'learning_rate': 2.5373985175381594e-05, 'epoch': 24.76}
{'loss': 0.4951, 'grad_norm': 97.7743911743164, 'learning_rate': 2.5224396462024947e-05, 'epoch': 24.86}
{'loss': 0.4475, 'grad_norm': 16.319398880004883, 'learning_rate': 2.507479971348391e-05, 'epoch': 24.95}
{'eval_loss': 0.7278466820716858, 'eval_map': 0.5939, 'eval_map_50': 0.7929, 'eval_map_75': 0.702, 'eval_map_small': 0.5636, 'eval_map_medium': 0.4637, 'eval_map_large': 0.6178, 'eval_mar_1': 0.4566, 'eval_mar_10': 0.7639, 'eval_mar_100': 0.7924, 'eval_mar_small': 0.675, 'eval_mar_medium': 0.6402, 'eval_mar_large': 0.809, 'eval_map_Coverall': 0.7294, 'eval_mar_100_Coverall': 0.8381, 'eval_map_Face_Shield': 0.5282, 'eval_mar_100_Face_Shield': 0.7416, 'eval_map_Gloves': 0.6162, 'eval_mar_100_Gloves': 0.7937, 'eval_map_Goggles': 0.401, 'eval_mar_100_Goggles': 0.7852, 'eval_map_Mask': 0.6947, 'eval_mar_100_Mask': 0.8032, 'eval_runtime': 7.3817, 'eval_samples_per_second': 20.05, 'eval_steps_per_second': 2.574, 'epoch': 25.0}
{'loss': 0.4182, 'grad_norm': 19.473230361938477, 'learning_rate': 2.4925200286516097e-05, 'epoch': 25.05}
{'loss': 0.4295, 'grad_norm': 13.865519523620605, 'learning_rate': 2.4775603537975052e-05, 'epoch': 25.14}
{'loss': 0.4864, 'grad_norm': 32.11195373535156, 'learning_rate': 2.4626014824618415e-05, 'epoch': 25.24}
{'loss': 0.4048, 'grad_norm': 12.850632667541504, 'learning_rate': 2.447643950291608e-05, 'epoch': 25.33}
